customer_id,customer_name,city
CUST2552,Ramesh Singh,Bengaluru
CUST2291,Ramesh Patel,Bengaluru
CUST2023,Pooja Gupta,Bengaluru
CUST3489,Vikram Mehta,Bengaluru
CUST2484,Pooja Patel,Bengaluru
CUST3487,Ramesh Mishra,Bengaluru
CUST2479,Ramesh Joshi,Bengaluru
CUST2200,Aditya Verma,Bengaluru
CUST3377,Simran Nair,Bengaluru
CUST3486,Vikram Iyer,Bengaluru
CUST2267,Aditya Joshi,Bengaluru
CUST2980,Neha Verma,Bengaluru
CUST3295,Aditya Kumar,Bengaluru
CUST3426,Rohan Mishra,Bengaluru
CUST2797,Rahul Reddy,Bengaluru
CUST3072,Pooja Mishra,Bengaluru
CUST2353,Pooja Mehta,Bengaluru
CUST3335,Aditya Iyer,Bengaluru
CUST3469,Simran Iyer,Bengaluru
CUST3351,Anjali Mishra,Bengaluru
CUST2584,Karan Gupta,Bengaluru
CUST3478,Anjali Joshi,Bengaluru
CUST2770,Suresh Iyer,Bengaluru
CUST2735,Deepika Iyer,Bengaluru
CUST3237,Deepika Gupta,Bengaluru
CUST3371,Vikram Verma,Bengaluru
CUST2113,Rahul Singh,Bengaluru
CUST2686,Priya Das,Bengaluru
CUST2130,Aditya Nair,Bengaluru
CUST2047,Aarav Kumar,Bengaluru
CUST3321,Anjali Mishra,Bengaluru
CUST2533,Rohan Singh,Bengaluru
CUST3419,Amit Das,Bengaluru
CUST3449,Priya Joshi,Bengaluru
CUST2320,Karan Sharma,Bengaluru
CUST2231,Ramesh Iyer,Bengaluru
CUST2401,Pooja Mehta,Bengaluru
CUST2852,Ramesh Verma,Bengaluru
CUST2087,Amit Kumar,Bengaluru
CUST2245,Ramesh Gupta,Bengaluru
CUST2730,Rahul Reddy,Bengaluru
CUST2556,Suresh Sharma,Bengaluru
CUST2317,Pooja Gupta,Bengaluru
CUST3224,Rohan Nair,Bengaluru
CUST3256,Suresh Mehta,Bengaluru
CUST2203,Vikram Patel,Bengaluru
CUST2254,Vikram Sharma,Bengaluru
CUST2639,Simran Patel,Bengaluru
CUST2368,Aarav Reddy,Bengaluru
CUST2133,Anjali Nair,Bengaluru
CUST2993,Simran Verma,Bengaluru
CUST3389,Simran Patel,Bengaluru
CUST3410,Suresh Das,Bengaluru
CUST3280,Amit Das,Bengaluru
CUST3106,Priya Mishra,Bengaluru
CUST3354,Neha Rao,Bengaluru
CUST2057,Aarav Joshi,Bengaluru
CUST2799,Rohan Patel,Bengaluru
CUST3118,Deepika Reddy,Bengaluru
CUST2524,Simran Nair,Bengaluru
CUST2965,Simran Rao,Bengaluru
CUST3314,Deepika Patel,Bengaluru
CUST2925,Simran Kumar,Bengaluru
CUST3326,Suresh Rao,Bengaluru
CUST2241,Neha Sen,Bengaluru
CUST2424,Amit Reddy,Bengaluru
CUST3141,Rohan Das,Bengaluru
CUST2271,Neha Joshi,Bengaluru
CUST2091,Vikram Gupta,Bengaluru
CUST2893,Suresh Singh,Bengaluru
CUST2335,Karan Mehta,Bengaluru
CUST2370,Rahul Nair,Bengaluru
CUST2054,Amit Patel,Bengaluru
CUST3344,Anjali Kumar,Bengaluru
CUST2523,Rohan Reddy,Bengaluru
CUST2636,Anjali Das,Bengaluru
CUST3258,Rohan Nair,Bengaluru
CUST3046,Simran Das,Bengaluru
CUST2093,Deepika Sen,Bengaluru
CUST2313,Karan Das,Bengaluru
CUST3016,Simran Gupta,Bengaluru
CUST3012,Priya Rao,Bengaluru
CUST2066,Amit Mehta,Bengaluru
CUST3152,Anjali Mishra,Bengaluru
CUST3470,Amit Verma,Bengaluru
CUST3461,Karan Kumar,Bengaluru
CUST3115,Pooja Kumar,Bengaluru
CUST3500,Karan Kumar,Bengaluru
CUST3192,Pooja Rao,Bengaluru
CUST3193,Priya Mishra,Bengaluru
CUST2825,Priya Patel,Bengaluru
CUST2938,Anjali Das,Bengaluru
CUST2569,Pooja Singh,Bengaluru
CUST2247,Karan Reddy,Bengaluru
CUST3007,Neha Das,Bengaluru
CUST2835,Karan Verma,Bengaluru
CUST2765,Amit Mishra,Bengaluru
CUST3338,Rohan Verma,Bengaluru
CUST3154,Aarav Reddy,Bengaluru
CUST2702,Pooja Singh,Bengaluru
CUST2356,Priya Joshi,Bengaluru
CUST2041,Vikram Joshi,Bengaluru
CUST2812,Aditya Gupta,Bengaluru
CUST3313,Ramesh Das,Bengaluru
CUST2920,Neha Reddy,Bengaluru
CUST2199,Ramesh Nair,Bengaluru
CUST2485,Aarav Sen,Bengaluru
CUST3352,Deepika Sharma,Bengaluru
CUST3219,Amit Nair,Bengaluru
CUST2124,Amit Reddy,Bengaluru
CUST3202,Aarav Singh,Bengaluru
CUST3200,Rahul Mehta,Bengaluru
CUST2208,Ramesh Verma,Bengaluru
CUST2389,Suresh Sharma,Bengaluru
CUST2174,Aarav Patel,Bengaluru
CUST2650,Rahul Singh,Bengaluru
CUST2243,Aarav Rao,Bengaluru
CUST3113,Anjali Singh,Bengaluru
CUST2062,Vikram Gupta,Bengaluru
CUST3415,Aarav Sharma,Bengaluru
CUST2223,Pooja Mishra,Bengaluru
CUST2422,Rahul Singh,Bengaluru
CUST2141,Anjali Reddy,Bengaluru
CUST2711,Pooja Mishra,Bengaluru
CUST3034,Pooja Verma,Bengaluru
CUST2078,Amit Gupta,Bengaluru
CUST2773,Neha Verma,Bengaluru
CUST3361,Suresh Verma,Bengaluru
CUST2618,Ramesh Patel,Bengaluru
CUST3421,Simran Verma,Bengaluru
CUST3312,Ramesh Das,Bengaluru
CUST2850,Pooja Singh,Bengaluru
CUST2638,Aarav Mehta,Bengaluru
CUST2774,Vikram Verma,Bengaluru
CUST2360,Aarav Gupta,Bengaluru
CUST2894,Rahul Mishra,Bengaluru
CUST3448,Deepika Mishra,Bengaluru
CUST3062,Deepika Iyer,Bengaluru
CUST2183,Aditya Joshi,Bengaluru
CUST2412,Suresh Kumar,Bengaluru
CUST2132,Anjali Verma,Bengaluru
CUST3070,Amit Rao,Bengaluru
CUST3363,Simran Kumar,Bengaluru
CUST2573,Amit Singh,Bengaluru
CUST2667,Aarav Singh,Bengaluru
CUST3459,Priya Iyer,Bengaluru
CUST2434,Simran Sharma,Bengaluru
CUST2253,Rohan Iyer,Bengaluru
CUST2782,Rohan Reddy,Bengaluru
CUST2779,Rohan Iyer,Bengaluru
CUST2648,Pooja Sen,Bengaluru
CUST3490,Aarav Kumar,Bengaluru
CUST3341,Rohan Singh,Bengaluru
CUST2303,Aarav Reddy,Bengaluru
CUST3480,Rohan Nair,Bengaluru
CUST2783,Suresh Joshi,Bengaluru
CUST3462,Ramesh Kumar,Bengaluru
CUST3037,Suresh Rao,Bengaluru
CUST2641,Vikram Das,Bengaluru
CUST3212,Neha Joshi,Bengaluru
CUST2294,Amit Sen,Bengaluru
CUST2560,Ramesh Reddy,Bengaluru
CUST3130,Aarav Mishra,Bengaluru
CUST2022,Aditya Rao,Bengaluru
CUST2346,Neha Kumar,Bengaluru
CUST2512,Rohan Mishra,Bengaluru
CUST2118,Pooja Patel,Bengaluru
CUST2374,Rohan Verma,Bengaluru
CUST2809,Pooja Das,Bengaluru
CUST2819,Ramesh Sharma,Bengaluru
CUST2984,Pooja Reddy,Bengaluru
CUST3447,Deepika Patel,Bengaluru
CUST2079,Rahul Das,Bengaluru
CUST3045,Karan Mehta,Bengaluru
CUST2967,Aditya Verma,Bengaluru
CUST3207,Aditya Nair,Bengaluru
CUST3128,Simran Singh,Bengaluru
CUST2342,Anjali Mishra,Bengaluru
CUST2431,Anjali Verma,Bengaluru
CUST2729,Aarav Rao,Bengaluru
CUST2423,Priya Reddy,Bengaluru
CUST3245,Rahul Mehta,Bengaluru
CUST2226,Aarav Patel,Bengaluru
CUST2851,Suresh Kumar,Bengaluru
CUST2578,Rohan Mishra,Bengaluru
CUST2308,Neha Verma,Bengaluru
CUST3091,Ramesh Singh,Bengaluru
CUST3144,Suresh Das,Bengaluru
CUST2158,Ramesh Mehta,Bengaluru
CUST2588,Priya Gupta,Bengaluru
CUST2466,Rahul Nair,Bengaluru
CUST2134,Neha Das,Bengaluru
CUST2099,Aditya Sharma,Bengaluru
CUST2595,Rohan Verma,Bengaluru
CUST2574,Aarav Das,Bengaluru
CUST2082,Suresh Patel,Bengaluru
CUST2088,Vikram Nair,Bengaluru
CUST2796,Amit Das,Bengaluru
CUST2656,Simran Sen,Bengaluru
CUST2609,Amit Singh,Bengaluru
CUST2407,Ramesh Nair,Bengaluru
CUST2833,Aarav Verma,Bengaluru
CUST3231,Suresh Patel,Bengaluru
CUST2629,Pooja Verma,Bengaluru
CUST3112,Simran Rao,Bengaluru
CUST2213,Rohan Patel,Bengaluru
CUST3263,Karan Iyer,Bengaluru
CUST3033,Deepika Gupta,Bengaluru
CUST3172,Anjali Das,Bengaluru
CUST2228,Aarav Rao,Bengaluru
CUST2997,Anjali Nair,Bengaluru
CUST2992,Aditya Patel,Bengaluru
CUST2236,Suresh Rao,Bengaluru
CUST2149,Deepika Iyer,Bengaluru
CUST2581,Vikram Rao,Bengaluru
CUST2406,Neha Iyer,Bengaluru
CUST3482,Deepika Das,Bengaluru
CUST2766,Anjali Reddy,Bengaluru
CUST3101,Rohan Patel,Bengaluru
CUST2246,Pooja Mehta,Bengaluru
CUST2449,Priya Nair,Bengaluru
CUST3029,Anjali Rao,Bengaluru
CUST2007,Priya Gupta,Bengaluru
CUST3365,Rohan Rao,Bengaluru
CUST2971,Neha Reddy,Bengaluru
CUST2205,Karan Mehta,Bengaluru
CUST2617,Rohan Gupta,Bengaluru
CUST3020,Vikram Mehta,Bengaluru
CUST3080,Rahul Das,Bengaluru
CUST3161,Rahul Kumar,Bengaluru
CUST2032,Simran Iyer,Bengaluru
CUST3305,Aarav Das,Bengaluru
CUST2853,Ramesh Rao,Bengaluru
CUST2497,Suresh Sharma,Bengaluru
CUST2458,Simran Patel,Bengaluru
CUST3036,Aarav Kumar,Bengaluru
CUST2886,Neha Sharma,Bengaluru
CUST3368,Deepika Nair,Bengaluru
CUST3333,Anjali Das,Bengaluru
CUST3198,Pooja Mehta,Bengaluru
CUST2357,Vikram Sen,Bengaluru
CUST3083,Priya Verma,Bengaluru
CUST3316,Deepika Nair,Bengaluru
CUST3166,Deepika Joshi,Bengaluru
CUST2483,Ramesh Sharma,Bengaluru
CUST3018,Amit Gupta,Bengaluru
CUST2476,Suresh Mehta,Bengaluru
CUST2899,Aditya Mehta,Bengaluru
CUST3032,Amit Rao,Bengaluru
CUST3485,Simran Mehta,Bengaluru
CUST2123,Aditya Kumar,Bengaluru
CUST3110,Deepika Mehta,Bengaluru
CUST2837,Deepika Joshi,Bengaluru
CUST3291,Amit Sen,Bengaluru
CUST2531,Deepika Kumar,Bengaluru
CUST3169,Rohan Das,Bengaluru
CUST3460,Aarav Iyer,Bengaluru
CUST3244,Vikram Das,Bengaluru
CUST3420,Deepika Iyer,Bengaluru
CUST2257,Deepika Reddy,Bengaluru
CUST2532,Anjali Gupta,Bengaluru
CUST3011,Amit Sharma,Bengaluru
CUST3292,Vikram Nair,Bengaluru
CUST2073,Aditya Singh,Bengaluru
CUST3301,Anjali Nair,Bengaluru
CUST3002,Anjali Iyer,Bengaluru
CUST2906,Rohan Patel,Bengaluru
CUST2472,Suresh Singh,Bengaluru
CUST3239,Rahul Das,Bengaluru
CUST2222,Vikram Sen,Bengaluru
CUST2196,Suresh Rao,Bengaluru
CUST3024,Deepika Joshi,Bengaluru
CUST2249,Pooja Gupta,Bengaluru
CUST2603,Priya Mehta,Bengaluru
CUST2432,Amit Joshi,Bengaluru
CUST2194,Ramesh Mishra,Bengaluru
CUST2826,Aarav Kumar,Bengaluru
CUST2785,Ramesh Das,Bengaluru
CUST2006,Vikram Kumar,Bengaluru
CUST3298,Pooja Patel,Bengaluru
CUST2709,Ramesh Mishra,Bengaluru
CUST2520,Priya Mishra,Bengaluru
CUST2170,Anjali Patel,Bengaluru
CUST2177,Deepika Gupta,Bengaluru
CUST3004,Rahul Singh,Bengaluru
CUST3324,Neha Kumar,Bengaluru
CUST2763,Vikram Rao,Bengaluru
CUST2384,Neha Patel,Bengaluru
CUST2336,Amit Mehta,Bengaluru
CUST2634,Aarav Singh,Bengaluru
CUST2691,Vikram Joshi,Bengaluru
CUST2872,Aarav Joshi,Bengaluru
CUST3073,Rohan Iyer,Bengaluru
CUST2821,Rahul Mehta,Bengaluru
CUST3053,Karan Sharma,Bengaluru
CUST2817,Rahul Nair,Bengaluru
CUST2665,Simran Rao,Bengaluru
CUST2947,Priya Gupta,Bengaluru
CUST2582,Rohan Joshi,Bengaluru
CUST2587,Ramesh Kumar,Bengaluru
CUST2187,Deepika Mishra,Bengaluru
CUST2145,Priya Iyer,Bengaluru
CUST2923,Pooja Verma,Bengaluru
CUST3328,Ramesh Sen,Bengaluru
CUST3040,Neha Nair,Bengaluru
CUST3413,Suresh Iyer,Bengaluru
CUST2002,Amit Verma,Bengaluru
CUST2367,Deepika Verma,Bengaluru
CUST2626,Pooja Reddy,Bengaluru
CUST2646,Anjali Sen,Bengaluru
CUST3443,Simran Reddy,Bengaluru
CUST2562,Rahul Kumar,Bengaluru
CUST2769,Suresh Iyer,Bengaluru
